"Fiscal Year","Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","Communication with Nurses Floor","Communication with Nurses Achievement Threshold","Communication with Nurses Benchmark","Communication with Nurses Baseline Rate","Communication with Nurses Performance Rate","Communication with Nurses Achievement Points","Communication with Nurses Improvement Points","Communication with Nurses Dimension Score","Communication with Doctors Floor","Communication with Doctors Achievement Threshold","Communication with Doctors Benchmark","Communication with Doctors Baseline Rate","Communication with Doctors Performance Rate","Communication with Doctors Achievement Points","Communication with Doctors Improvement Points","Communication with Doctors Dimension Score","Responsiveness of Hospital Staff Floor","Responsiveness of Hospital Staff Achievement Threshold","Responsiveness of Hospital Staff Benchmark","Responsiveness of Hospital Staff Baseline Rate","Responsiveness of Hospital Staff Performance Rate","Responsiveness of Hospital Staff Achievement Points","Responsiveness of Hospital Staff Improvement Points","Responsiveness of Hospital Staff Dimension Score","Care Transition Floor","Care Transition Achievement Threshold","Care Transition Benchmark","Care Transition Baseline Rate","Care Transition Performance Rate","Care Transition Achievement Points","Care Transition Improvement Points","Care Transition Dimension Score","Communication About Medicines Floor","Communication About Medicines Achievement Threshold","Communication About Medicines Benchmark","Communication About Medicines Baseline Rate","Communication About Medicines Performance Rate","Communication About Medicines Achievement Points","Communication About Medicines Improvement Points","Communication About Medicines Dimension Score","Cleanliness and Quietness of Hospital Environment Floor","Cleanliness and Quietness of Hospital Environment Achievement Threshold","Cleanliness and Quietness of Hospital Environment Benchmark","Cleanliness and Quietness of Hospital Environment Baseline Rate","Cleanliness and Quietness of Hospital Environment Performance Rate","Cleanliness and Quietness of Hospital Environment Achievement Points","Cleanliness and Quietness of Hospital Environment Improvement Points","Cleanliness and Quietness of Hospital Environment Dimension Score","Discharge Information Floor","Discharge Information Achievement Threshold","Discharge Information Benchmark","Discharge Information Baseline Rate","Discharge Information Performance Rate","Discharge Information Achievement Points","Discharge Information Improvement Points","Discharge Information Dimension Score","Overall Rating of Hospital Floor","Overall Rating of Hospital Achievement Threshold","Overall Rating of Hospital Benchmark","Overall Rating of Hospital Baseline Rate","Overall Rating of Hospital Performance Rate","Overall Rating of Hospital Achievement Points","Overall Rating of Hospital Improvement Points","Overall Rating of Hospital Dimension Score","HCAHPS Base Score","HCAHPS Consistency Score"
"2021","450372",BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE,"2400 N INTERSTATE HIGHWAY 35E",WAXAHACHIE,TX,"75165",Ellis,"42.06","79.06","87.36","79.70","81.9529","4 out of 10","2 out of 9","4 out of 10","41.99","79.91","88.10","78.30","80.6209","1 out of 10","2 out of 9","2 out of 10","33.89","65.77","81.00","63.49","60.7983","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","56.61","56.2865","4 out of 10","0 out of 9","4 out of 10","33.19","63.83","74.75","64.35","65.5877","2 out of 10","1 out of 9","2 out of 10","30.60","65.61","79.58","74.72","78.2960","9 out of 10","7 out of 9","9 out of 10","66.94","87.38","92.17","86.58","88.7182","3 out of 10","3 out of 9","3 out of 10","34.70","71.80","85.67","79.86","78.4979","5 out of 10","0 out of 9","5 out of 10","29","16"
"2021","450379",DALLAS MEDICAL CENTER,"7 MEDICAL PARKWAY",DALLAS,TX,"75234",Dallas,"42.06","79.06","87.36","71.14","70.1857","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","76.93","74.0822","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","59.82","55.3733","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","47.33","41.1494","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","61.07","54.7192","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","63.17","63.8081","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","83.79","80.8389","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","60.24","54.8747","0 out of 10","0 out of 9","0 out of 10","0","10"
"2021","450388",METHODIST HOSPITAL,"7700 FLOYD CURL DR",SAN ANTONIO,TX,"78229",Bexar,"42.06","79.06","87.36","79.14","78.6545","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","80.22","79.0451","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","66.04","66.8413","1 out of 10","0 out of 9","1 out of 10","6.53","51.87","63.32","52.91","53.8468","2 out of 10","0 out of 9","2 out of 10","33.19","63.83","74.75","67.64","64.5791","1 out of 10","0 out of 9","1 out of 10","30.60","65.61","79.58","65.33","65.9745","1 out of 10","0 out of 9","1 out of 10","66.94","87.38","92.17","87.20","86.6917","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","74.41","74.0535","2 out of 10","0 out of 9","2 out of 10","7","19"
"2021","450389",UT HEALTH EAST TEXAS ATHENS HOSPITAL,"2000 SOUTH PALESTINE ST",ATHENS,TX,"75751",Henderson,"42.06","79.06","87.36","80.92","83.7323","6 out of 10","4 out of 9","6 out of 10","41.99","79.91","88.10","79.98","83.0777","4 out of 10","3 out of 9","4 out of 10","33.89","65.77","81.00","65.42","69.6235","3 out of 10","2 out of 9","3 out of 10","6.53","51.87","63.32","53.11","52.4249","1 out of 10","0 out of 9","1 out of 10","33.19","63.83","74.75","64.61","68.5599","4 out of 10","3 out of 9","4 out of 10","30.60","65.61","79.58","69.91","71.3664","4 out of 10","1 out of 9","4 out of 10","66.94","87.38","92.17","85.62","88.6292","3 out of 10","4 out of 9","4 out of 10","34.70","71.80","85.67","71.65","73.2693","1 out of 10","1 out of 9","1 out of 10","27","20"
"2021","450395",MEMORIAL MEDICAL CENTER LIVINGSTON,"1717 HWY 59 BYPASS",LIVINGSTON,TX,"77351",Polk,"42.06","79.06","87.36","79.30","81.6631","3 out of 10","2 out of 9","3 out of 10","41.99","79.91","88.10","78.20","81.1872","2 out of 10","3 out of 9","3 out of 10","33.89","65.77","81.00","70.64","72.5550","5 out of 10","1 out of 9","5 out of 10","6.53","51.87","63.32","50.31","55.5323","3 out of 10","4 out of 9","4 out of 10","33.19","63.83","74.75","69.12","69.9639","6 out of 10","1 out of 9","6 out of 10","30.60","65.61","79.58","69.97","72.4726","5 out of 10","2 out of 9","5 out of 10","66.94","87.38","92.17","86.88","83.3625","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","70.87","72.8718","1 out of 10","1 out of 9","1 out of 10","27","16"
"2021","450400",PARKVIEW REGIONAL HOSPITAL,"600 SOUTH BONHAM STREET",MEXIA,TX,"76667",Limestone,"42.06","79.06","87.36",Not Available,"86.7348","9 out of 10",Not Available,"9 out of 10","41.99","79.91","88.10",Not Available,"90.6801","10 out of 10",Not Available,"10 out of 10","33.89","65.77","81.00",Not Available,"83.3068","10 out of 10",Not Available,"10 out of 10","6.53","51.87","63.32",Not Available,"48.4064","0 out of 10",Not Available,"0 out of 10","33.19","63.83","74.75",Not Available,"71.0771","6 out of 10",Not Available,"6 out of 10","30.60","65.61","79.58",Not Available,"72.4036","5 out of 10",Not Available,"5 out of 10","66.94","87.38","92.17",Not Available,"89.9542","5 out of 10",Not Available,"5 out of 10","34.70","71.80","85.67",Not Available,"80.1828","6 out of 10",Not Available,"6 out of 10","51","18"
"2021","450403",MEDICAL CITY MCKINNEY,"4500 MEDICAL CENTER DRIVE",MCKINNEY,TX,"75069",Collin,"42.06","79.06","87.36","78.55","80.8213","2 out of 10","2 out of 9","2 out of 10","41.99","79.91","88.10","78.31","80.7359","1 out of 10","2 out of 9","2 out of 10","33.89","65.77","81.00","68.46","66.9734","1 out of 10","0 out of 9","1 out of 10","6.53","51.87","63.32","50.90","53.6232","2 out of 10","2 out of 9","2 out of 10","33.19","63.83","74.75","66.88","65.9064","2 out of 10","0 out of 9","2 out of 10","30.60","65.61","79.58","69.00","70.6125","4 out of 10","1 out of 9","4 out of 10","66.94","87.38","92.17","86.32","85.8928","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","72.08","74.3966","2 out of 10","1 out of 9","2 out of 10","15","18"
"2021","450411",EASTLAND MEMORIAL HOSPITAL,"304 S DAUGHERTY",EASTLAND,TX,"76448",Eastland,"42.06","79.06","87.36",Not Available,"81.0906","3 out of 10",Not Available,"3 out of 10","41.99","79.91","88.10",Not Available,"83.0176","4 out of 10",Not Available,"4 out of 10","33.89","65.77","81.00",Not Available,"65.0873","0 out of 10",Not Available,"0 out of 10","6.53","51.87","63.32",Not Available,"50.4671","0 out of 10",Not Available,"0 out of 10","33.19","63.83","74.75",Not Available,"60.5806","0 out of 10",Not Available,"0 out of 10","30.60","65.61","79.58",Not Available,"72.9795","5 out of 10",Not Available,"5 out of 10","66.94","87.38","92.17",Not Available,"85.2242","0 out of 10",Not Available,"0 out of 10","34.70","71.80","85.67",Not Available,"54.6453","0 out of 10",Not Available,"0 out of 10","12","10"
"2021","450419",TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,"108 DENVER TRAIL",AZLE,TX,"76020",Tarrant,"42.06","79.06","87.36","79.41","74.9257","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","81.21","73.6973","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","74.31","65.3838","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","57.61","45.2118","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","66.65","57.9887","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","71.93","61.5118","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","87.16","83.4118","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","73.40","63.8892","0 out of 10","0 out of 9","0 out of 10","0","15"
"2021","450424",HOUSTON METHODIST SAN JACINTO HOSPITAL,"4401 GARTH ROAD",BAYTOWN,TX,"77521",Harris,"42.06","79.06","87.36","77.41","78.9718","0 out of 10","1 out of 9","1 out of 10","41.99","79.91","88.10","74.08","76.0197","0 out of 10","1 out of 9","1 out of 10","33.89","65.77","81.00","67.30","68.0480","2 out of 10","0 out of 9","2 out of 10","6.53","51.87","63.32","46.22","52.7272","1 out of 10","3 out of 9","3 out of 10","33.19","63.83","74.75","59.81","63.0707","0 out of 10","2 out of 9","2 out of 10","30.60","65.61","79.58","64.57","66.3187","1 out of 10","1 out of 9","1 out of 10","66.94","87.38","92.17","83.95","84.9793","0 out of 10","1 out of 9","1 out of 10","34.70","71.80","85.67","66.70","73.0513","1 out of 10","3 out of 9","3 out of 10","14","17"
"2021","450431",ST DAVID'S MEDICAL CENTER,"919 E 32ND ST",AUSTIN,TX,"78705",Travis,"42.06","79.06","87.36","80.89","81.7587","3 out of 10","1 out of 9","3 out of 10","41.99","79.91","88.10","80.84","80.9493","2 out of 10","0 out of 9","2 out of 10","33.89","65.77","81.00","70.68","70.1991","3 out of 10","0 out of 9","3 out of 10","6.53","51.87","63.32","55.55","56.5319","4 out of 10","1 out of 9","4 out of 10","33.19","63.83","74.75","70.51","70.7642","6 out of 10","0 out of 9","6 out of 10","30.60","65.61","79.58","68.37","70.4197","4 out of 10","1 out of 9","4 out of 10","66.94","87.38","92.17","89.37","88.5556","3 out of 10","0 out of 9","3 out of 10","34.70","71.80","85.67","79.00","79.7161","6 out of 10","1 out of 9","6 out of 10","31","20"
"2021","450447",NAVARRO REGIONAL HOSPITAL,"3201 WEST HIGHWAY 22",CORSICANA,TX,"75110",Navarro,"42.06","79.06","87.36","78.79","81.4486","3 out of 10","3 out of 9","3 out of 10","41.99","79.91","88.10","81.93","83.3644","4 out of 10","2 out of 9","4 out of 10","33.89","65.77","81.00","67.59","64.1018","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","45.52","48.7518","0 out of 10","1 out of 9","1 out of 10","33.19","63.83","74.75","71.71","66.8216","3 out of 10","0 out of 9","3 out of 10","30.60","65.61","79.58","66.29","70.0243","3 out of 10","2 out of 9","3 out of 10","66.94","87.38","92.17","87.08","84.3700","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","70.96","65.8743","0 out of 10","0 out of 9","0 out of 10","14","16"
"2021","450462",TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,"8200 WALNUT HILL LANE",DALLAS,TX,"75231",Dallas,"42.06","79.06","87.36","77.03","77.0529","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","80.62","80.2049","1 out of 10","0 out of 9","1 out of 10","33.89","65.77","81.00","65.24","62.1089","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","54.59","53.1725","2 out of 10","0 out of 9","2 out of 10","33.19","63.83","74.75","62.04","59.8416","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","65.33","64.4219","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","87.42","86.1362","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","72.70","74.5612","2 out of 10","1 out of 9","2 out of 10","5","17"
"2021","450465",MATAGORDA REGIONAL MEDICAL CENTER,"104 7TH STREET",BAY CITY,TX,"77414",Matagorda,"42.06","79.06","87.36","76.61","78.2373","0 out of 10","1 out of 9","1 out of 10","41.99","79.91","88.10","78.33","79.4893","0 out of 10","1 out of 9","1 out of 10","33.89","65.77","81.00","63.81","63.6244","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","44.89","46.9162","0 out of 10","1 out of 9","1 out of 10","33.19","63.83","74.75","63.74","67.9901","4 out of 10","3 out of 9","4 out of 10","30.60","65.61","79.58","66.28","69.9440","3 out of 10","2 out of 9","3 out of 10","66.94","87.38","92.17","84.34","83.4899","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","66.23","68.0121","0 out of 10","0 out of 9","0 out of 10","10","16"
"2021","450469",WILSON N JONES REGIONAL MEDICAL CENTER,"500 N HIGHLAND AVENUE",SHERMAN,TX,"75091",Grayson,"42.06","79.06","87.36","73.36","74.9227","0 out of 10","1 out of 9","1 out of 10","41.99","79.91","88.10","74.10","75.0067","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","61.59","64.7824","0 out of 10","1 out of 9","1 out of 10","6.53","51.87","63.32","45.52","46.8771","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","58.69","61.4952","0 out of 10","1 out of 9","1 out of 10","30.60","65.61","79.58","59.17","65.0878","0 out of 10","2 out of 9","2 out of 10","66.94","87.38","92.17","82.55","84.9305","0 out of 10","2 out of 9","2 out of 10","34.70","71.80","85.67","61.58","61.2423","0 out of 10","0 out of 9","0 out of 10","7","14"
"2021","450475",UT HEALTH EAST TEXAS HENDERSON HOSPITAL,"300 WILSON STREET",HENDERSON,TX,"75652",Rusk,"42.06","79.06","87.36","85.46","84.3846","6 out of 10","0 out of 9","6 out of 10","41.99","79.91","88.10","83.25","85.7255","7 out of 10","5 out of 9","7 out of 10","33.89","65.77","81.00","69.92","68.5632","2 out of 10","0 out of 9","2 out of 10","6.53","51.87","63.32","55.34","61.2891","8 out of 10","7 out of 9","8 out of 10","33.19","63.83","74.75","66.76","78.4343","10 out of 10","9 out of 9","10 out of 10","30.60","65.61","79.58","77.98","79.8630","10 out of 10","9 out of 9","10 out of 10","66.94","87.38","92.17","85.01","88.8868","3 out of 10","5 out of 9","5 out of 10","34.70","71.80","85.67","73.31","78.3540","5 out of 10","4 out of 9","5 out of 10","53","20"
"2021","450508",NACOGDOCHES COUNTY HOSPITAL DISTRICT,"1204 MOUND ST",NACOGDOCHES,TX,"75961",Nacogdoches,"42.06","79.06","87.36","76.45","73.8858","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","78.19","77.1927","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","66.84","59.9865","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","48.50","50.5378","0 out of 10","1 out of 9","1 out of 10","33.19","63.83","74.75","64.19","64.8325","1 out of 10","0 out of 9","1 out of 10","30.60","65.61","79.58","65.63","64.8684","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","85.09","88.6325","3 out of 10","5 out of 9","5 out of 10","34.70","71.80","85.67","72.11","64.8741","0 out of 10","0 out of 9","0 out of 10","7","16"
"2021","450537",METHODIST RICHARDSON MEDICAL CENTER,"2831 E PRESIDENT GEORGE BUSH HIGHWAY",RICHARDSON,TX,"75082",Collin,"42.06","79.06","87.36","80.68","77.5975","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","82.93","78.4086","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","62.64","64.8701","0 out of 10","1 out of 9","1 out of 10","6.53","51.87","63.32","55.63","52.4513","1 out of 10","0 out of 9","1 out of 10","33.19","63.83","74.75","65.75","61.1681","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","70.44","68.9008","3 out of 10","0 out of 9","3 out of 10","66.94","87.38","92.17","85.83","86.6703","0 out of 10","1 out of 9","1 out of 10","34.70","71.80","85.67","79.23","76.9191","4 out of 10","0 out of 9","4 out of 10","10","18"
"2021","450539",COVENANT HOSPITAL PLAINVIEW,"2601 DIMMITT RD",PLAINVIEW,TX,"79072",Hale,"42.06","79.06","87.36","81.66","81.3423","3 out of 10","0 out of 9","3 out of 10","41.99","79.91","88.10","84.35","80.7033","1 out of 10","0 out of 9","1 out of 10","33.89","65.77","81.00","74.05","76.9252","7 out of 10","4 out of 9","7 out of 10","6.53","51.87","63.32","50.40","51.4211","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","72.29","65.0922","2 out of 10","0 out of 9","2 out of 10","30.60","65.61","79.58","74.05","75.2264","7 out of 10","2 out of 9","7 out of 10","66.94","87.38","92.17","89.87","85.1434","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","75.33","70.1725","0 out of 10","0 out of 9","0 out of 10","20","17"
"2021","450558",ABILENE REGIONAL MEDICAL CENTER,"6250 HWY 83/84",ABILENE,TX,"79606",Taylor,"42.06","79.06","87.36","75.67","77.4855","0 out of 10","1 out of 9","1 out of 10","41.99","79.91","88.10","81.72","82.2081","3 out of 10","0 out of 9","3 out of 10","33.89","65.77","81.00","66.98","65.2616","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","51.89","48.2281","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","60.78","63.3615","0 out of 10","1 out of 9","1 out of 10","30.60","65.61","79.58","68.15","69.1391","3 out of 10","0 out of 9","3 out of 10","66.94","87.38","92.17","87.83","85.2654","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","70.78","67.0494","0 out of 10","0 out of 9","0 out of 10","8","17"
"2021","450563",BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE,"1650 W COLLEGE ST",GRAPEVINE,TX,"76051",Tarrant,"42.06","79.06","87.36","80.12","79.4352","1 out of 10","0 out of 9","1 out of 10","41.99","79.91","88.10","80.77","79.5603","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","65.22","62.7575","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","56.40","54.2497","2 out of 10","0 out of 9","2 out of 10","33.19","63.83","74.75","64.52","60.9834","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","67.80","68.1715","2 out of 10","0 out of 9","2 out of 10","66.94","87.38","92.17","87.91","86.9136","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","77.71","76.5784","4 out of 10","0 out of 9","4 out of 10","9","18"
"2021","450565",PALO PINTO GENERAL HOSPITAL,"400 SOUTHWEST 25 AVE",MINERAL WELLS,TX,"76067",Palo Pinto,"42.06","79.06","87.36","74.31","78.3667","0 out of 10","3 out of 9","3 out of 10","41.99","79.91","88.10","77.18","80.5834","1 out of 10","3 out of 9","3 out of 10","33.89","65.77","81.00","65.98","68.2519","2 out of 10","1 out of 9","2 out of 10","6.53","51.87","63.32","48.51","52.9521","1 out of 10","3 out of 9","3 out of 10","33.19","63.83","74.75","66.89","70.6001","6 out of 10","4 out of 9","6 out of 10","30.60","65.61","79.58","67.09","68.4293","2 out of 10","1 out of 9","2 out of 10","66.94","87.38","92.17","86.06","86.1515","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","63.32","74.9699","3 out of 10","5 out of 9","5 out of 10","24","18"
"2021","450571",SHANNON MEDICAL CENTER,"120 EAST HARRIS AVENUE",SAN ANGELO,TX,"76903",Tom Green,"42.06","79.06","87.36","78.30","81.0123","3 out of 10","2 out of 9","3 out of 10","41.99","79.91","88.10","83.90","84.8716","6 out of 10","2 out of 9","6 out of 10","33.89","65.77","81.00","63.18","66.8746","1 out of 10","2 out of 9","2 out of 10","6.53","51.87","63.32","53.59","56.2942","4 out of 10","2 out of 9","4 out of 10","33.19","63.83","74.75","64.58","67.3791","3 out of 10","2 out of 9","3 out of 10","30.60","65.61","79.58","71.46","71.5558","4 out of 10","0 out of 9","4 out of 10","66.94","87.38","92.17","86.58","85.7694","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","77.33","79.5970","6 out of 10","2 out of 9","6 out of 10","28","18"
"2021","450584",WILBARGER GENERAL HOSPITAL,"920 HILLCREST DR",VERNON,TX,"76384",Wilbarger,"42.06","79.06","87.36",Not Available,"86.2827","8 out of 10",Not Available,"8 out of 10","41.99","79.91","88.10",Not Available,"93.0999","10 out of 10",Not Available,"10 out of 10","33.89","65.77","81.00",Not Available,"72.7459","5 out of 10",Not Available,"5 out of 10","6.53","51.87","63.32",Not Available,"63.4811","10 out of 10",Not Available,"10 out of 10","33.19","63.83","74.75",Not Available,"75.8221","10 out of 10",Not Available,"10 out of 10","30.60","65.61","79.58",Not Available,"76.2278","7 out of 10",Not Available,"7 out of 10","66.94","87.38","92.17",Not Available,"91.3134","8 out of 10",Not Available,"8 out of 10","34.70","71.80","85.67",Not Available,"75.7019","3 out of 10",Not Available,"3 out of 10","61","20"
"2021","450587",BROWNWOOD REGIONAL MEDICAL CENTER,"1501 BURNET DR",BROWNWOOD,TX,"76801",Brown,"42.06","79.06","87.36","78.74","80.4547","2 out of 10","1 out of 9","2 out of 10","41.99","79.91","88.10","81.14","85.7308","7 out of 10","6 out of 9","7 out of 10","33.89","65.77","81.00","68.19","64.8639","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","47.97","50.5116","0 out of 10","1 out of 9","1 out of 10","33.19","63.83","74.75","62.65","67.9122","4 out of 10","4 out of 9","4 out of 10","30.60","65.61","79.58","63.74","69.9019","3 out of 10","3 out of 9","3 out of 10","66.94","87.38","92.17","87.89","86.7200","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","67.87","62.9513","0 out of 10","0 out of 9","0 out of 10","17","15"
"2021","450596",LAKE GRANBURY MEDICAL CENTER,"1310 PALUXY RD",GRANBURY,TX,"76048",Hood,"42.06","79.06","87.36","77.49","79.6490","1 out of 10","2 out of 9","2 out of 10","41.99","79.91","88.10","78.15","77.3019","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","67.58","64.8756","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","52.47","47.2139","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","64.91","66.4703","3 out of 10","1 out of 9","3 out of 10","30.60","65.61","79.58","64.35","66.6674","1 out of 10","1 out of 9","1 out of 10","66.94","87.38","92.17","87.45","84.3386","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","68.53","64.1918","0 out of 10","0 out of 9","0 out of 10","6","15"
"2021","450597",CUERO REGIONAL HOSPITAL,"2550 N ESPLANADE",CUERO,TX,"77954",DeWitt,"42.06","79.06","87.36","79.40","86.9143","9 out of 10","9 out of 9","9 out of 10","41.99","79.91","88.10","82.00","90.4562","10 out of 10","9 out of 9","10 out of 10","33.89","65.77","81.00","73.88","72.2220","4 out of 10","0 out of 9","4 out of 10","6.53","51.87","63.32","51.58","58.0112","5 out of 10","5 out of 9","5 out of 10","33.19","63.83","74.75","61.92","67.4082","3 out of 10","4 out of 9","4 out of 10","30.60","65.61","79.58","73.45","80.8106","10 out of 10","9 out of 9","10 out of 10","66.94","87.38","92.17","86.40","85.4757","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","77.37","81.8163","7 out of 10","5 out of 9","7 out of 10","49","18"
"2021","450604",HILL COUNTRY MEMORIAL HOSPITAL INC,"1020 SOUTH STATE HIGHWAY 16",FREDERICKSBURG,TX,"78624",Gillespie,"42.06","79.06","87.36","88.98","86.2341","8 out of 10","0 out of 9","8 out of 10","41.99","79.91","88.10","87.95","86.2905","8 out of 10","0 out of 9","8 out of 10","33.89","65.77","81.00","78.20","74.2213","5 out of 10","0 out of 9","5 out of 10","6.53","51.87","63.32","64.78","64.9140","10 out of 10","9 out of 9","10 out of 10","33.19","63.83","74.75","74.19","73.0982","8 out of 10","0 out of 9","8 out of 10","30.60","65.61","79.58","77.94","76.8824","8 out of 10","0 out of 9","8 out of 10","66.94","87.38","92.17","91.70","92.2997","10 out of 10","9 out of 9","10 out of 10","34.70","71.80","85.67","86.65","87.5649","10 out of 10","9 out of 9","10 out of 10","67","20"
